comment,list of emojis,sentiment ranking,classification
😂😂😂😂😂 ok,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂😂,"['😂', '😂']",0.221,Positive
🔥🔥🔥🔥🔥👏🙌😍,"['🔥', '🔥', '🔥', '🔥', '🔥', '👏', '🙌', '😍']",0.307375,Positive
@oumaima_es_salhi  Nood 🤣🤣,"['🤣', '🤣']",0.0,Objective / Non-conclusive
🏆🏆🏆🏆🏆💪💪💪💪,"['🏆', '🏆', '🏆', '🏆', '🏆', '💪', '💪', '💪', '💪']",0.6565555555555556,Positive
شني كان غيوقعلك إلا كملتيها هنا...🤦‍♂️,"['🤦', '♂']",0.1,Positive
Big up❤️🙌,"['❤', '🙌']",0.653,Positive
👏👏,"['👏', '👏']",0.521,Positive
خويا مصطفى بغيت نقول لك شكرا لاي فيديو كاتلوح لينا صراحة كاتضرب تمارة باش توصل لينا بزاف الحويج ، اول مرة غادي نقولها ما كانش عندي معاك مع العلم كنت دايما كانتفرج في اجي تفهم ظروري نشوفها و نعاودها و لكن مع المدة و خصوصا في فترة الحجر بدلت نظرتي عليك ،و ولى عندي شغف كبير لاي محتوى تاتحط ، صراحة انت من احسن الصناع للمحتويات الهاذفة في المغرب و احسن حلقة غادي دير في سلسلة واحد منا هي على شخصية السونڭا بنفس الطريقة 👏👏,"['👏', '👏']",0.521,Positive
",😂😂😂😂😂","['😂', '😂', '😂', '😂', '😂']",0.221,Positive
😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂']",0.221,Positive
بكيت فاللقطة لي جاوبو فيها ولد الكاريان هد اللباس أحسن ماعندي😢,['😢'],0.007,Positive
"Bonjour En tant qu'étudiant ayant un baccalauréat 2020 , j'ai remarqué que la décision de reporter le dépôt des dossiers d'inscription dans les écoles supérieures (ENSA/ENSAM/ENSAD/ENCG/EST/FST) jusqu'après la deuxième phase du système Tawjihi, et peut-être la troisième aussi, est une décision erronée car le site compte toujours les places d'un groupe de candidats dans diverses écoles qui ont déjà l'intention de s'inscrire dans des écoles extérieures au système ou sont déjà inscrits, cela entrave l'avancement du processus d'inscription et gaspille l'opportunité pour un groupe de jeunes de s'inscrire dans les écoles qu'ils ont demandées. J'espère que ce sujet sera revu et merci. 
🆙🆙🆙🆙🆙⚠⚠⚠⚠","['🆙', '🆙', '🆙', '🆙', '🆙', '⚠', '⚠', '⚠', '⚠']",0.24755555555555553,Positive
❤️,['❤'],0.746,Positive
💙💙💙💙,"['💙', '💙', '💙', '💙']",0.732,Positive
👌,['👌'],0.564,Positive
تعلم الانجليزية من الصفر❤️,['❤'],0.746,Positive
🤩😍🤩🤩🤩🤩,"['🤩', '😍', '🤩', '🤩', '🤩', '🤩']",0.113,Positive
Hada hal bazaaf diyal lmagharba 😤 vraiment magnifique histoire ochokran bazaf lik 3la le partage 👌,"['😤', '👌']",0.1765,Positive
👍😀,"['👍', '😀']",0.5469999999999999,Positive
وحنا صحاب نجمة 6🙄🙄,"['🙄', '🙄']",0.0,Objective / Non-conclusive
❤️❤️❤️❤️👏👏👏👏,"['❤', '❤', '❤', '❤', '👏', '👏', '👏', '👏']",0.6335,Positive
@chaymae_mahfoud nod trini nood 😄😄,"['😄', '😄']",0.422,Positive
Machi ghir sif l3am kaml 😂,['😂'],0.221,Positive
@chaymae_mahfoud nod trini nood 😄😄,"['😄', '😄']",0.422,Positive
أحبك في الله اخي سوينكا 💙,['💙'],0.732,Positive
مرحبا بكم في صفحتنا  للموضة عنوان دائما الجديد البيع بالجملة و غير الجملة 💥👚👖❤️👗😘💅🏻,"['💥', '👚', '👖', '❤', '👗', '😘', '💅', '🏻']",0.42225,Positive
هههههه علي زوا مني كبر ههههههههههه عندك ذيب 😂😂💪💪 @mustapha_swinga,"['😂', '😂', '💪', '💪']",0.3885,Positive
❤️,['❤'],0.746,Positive
وتا نوض خويا لواليد نوض نوض تريني🤣🤣🤣,"['🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
وتا نوض خويا لواليد نوض نوض تريني🤣🤣🤣,"['🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
Nooood trini noooooood 🔥,['🔥'],0.14,Positive
Nice❤️❤️,"['❤', '❤']",0.746,Positive
😘,['😘'],0.702,Positive
Swingaaaaaaa💪❤️,"['💪', '❤']",0.651,Positive
الشمس سطعت والجو جميل نوض تريني نوض ههه👏,['👏'],0.521,Positive
❤️❤️,"['❤', '❤']",0.746,Positive
Hadik 3la swinga😂😂,"['😂', '😂']",0.221,Positive
شنو سمیت السمارت بانذ اللی عنذکم اسی SWINGA😍😍,"['😍', '😍']",0.678,Positive
Bravo @mustapha_swinga 💪💪💪💪🔥❤️,"['💪', '💪', '💪', '💪', '🔥', '❤']",0.5183333333333334,Positive
Hbibna stoff ❤️,['❤'],0.746,Positive
تواضع لو كان بنادم. 😍,['😍'],0.678,Positive
zs🔥4vh3s,['🔥'],0.14,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
Diroli follow❤️❤️🔥🔥,"['❤', '❤', '🔥', '🔥']",0.44300000000000006,Positive
@elmernissizakaria 😂😂,"['😂', '😂']",0.221,Positive
Waah ta ra l'herba 💪🔥😂,"['💪', '🔥', '😂']",0.3056666666666667,Positive
😂😂😂😂😂😂😂,"['😂', '😂', '😂', '😂', '😂', '😂', '😂']",0.22100000000000003,Positive
Nari khla3tini flkhr 😑,['😑'],-0.314,Negative
هههههه أنا مزال مدرتش النفس، شكون بحالي .  #نوض-تريني-نوض 🤣🤣🤣🤣,"['🤣', '🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
😂,['😂'],0.221,Positive
😂😂😂😂😂😂 awdi bdit gha lbar7,"['😂', '😂', '😂', '😂', '😂', '😂']",0.221,Positive
🍋,['🍋'],0.263,Positive
@snasserbvb 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
😂😂,"['😂', '😂']",0.221,Positive
😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
شد شد چاريث بيل هرب 🔥🔥🔥😂😂😂,"['🔥', '🔥', '🔥', '😂', '😂', '😂']",0.1805,Positive
J'adore 🤗,['🤗'],0.0,Objective / Non-conclusive
😂😂,"['😂', '😂']",0.221,Positive
😂أفضل شخصية عندي فسنة 2020,['😂'],0.221,Positive
5oya swinga choflna dk balagh li 5raj 3la 9raya rah mafhamna man walo💔,['💔'],-0.122,Negative
Khouya mustapha momkin dwi lina 3la l9arar lidaro m3a shab ljihawi wa chokram 👏@mustapha_swinga,['👏'],0.521,Positive
"🚨🚨🚨🚨🚨🚨🚨السلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.","['🚨', '🚨', '🚨', '🚨', '🚨', '🚨', '🚨']",0.673,Positive
"‎السلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد (فقط بعض الجامعات )لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
‎بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
‎لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
‎ملاحظة بسيطة:حنا ماشي غير الطلبة ديال ووهان لي جاو بأمر ملكي، حنا أغلبية جينا فالعطلة يعني قبل الوباء. ووهان ماشي الصين،  والصين ماشي ووهان.
‎شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.🆘🆘🆘🆘","['🆘', '🆘', '🆘', '🆘']",0.091,Positive
"🆘 السلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
شكرا بزاف، و كنتمنا توصل الرسالة ديالنا. 🆘","['🆘', '🆘']",0.091,Positive
"لسلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين  (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد (فقط بعض الجامعات )لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
‎بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
‎لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
‎ملاحظة بسيطة:حنا ماشي غير الطلبة ديال ووهان لي جاو بأمر ملكي، حنا أغلبية جينا فالعطلة يعني قبل الوباء. ووهان ماشي الصين،  والصين ماشي ووهان.
‎شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.🚨🚨🚨🚨🚨","['🚨', '🚨', '🚨', '🚨', '🚨']",0.673,Positive
"لسلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين  (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد (فقط بعض الجامعات )لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
‎بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
‎لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
‎ملاحظة بسيطة:حنا ماشي غير الطلبة ديال ووهان لي جاو بأمر ملكي، حنا أغلبية جينا فالعطلة يعني قبل الوباء. ووهان ماشي الصين،  والصين ماشي ووهان.
‎شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.🚨🚨🚨🚨🚨","['🚨', '🚨', '🚨', '🚨', '🚨']",0.673,Positive
"لسلام عليكم،حنا مجموعة من الطلبة المغاربة في الصين  (أكتر من 2500 واحد) أغلبيتنا دخلو في عطلة الشتاء (شهر يناير، جينا نشوفو واليدينا فالعطلة) أو بعد ظهور الوباء في الصين، تابعنا الدراسة عن بعد في الدورة اللي فاتت ولقينا مشاكل بزاف، و دابا سنة دراسية جديدة ، و ما زال ما عندنا أي خبار على الرجوع قريبا، عندنا إمكانية الدراسة عن بعد (فقط بعض الجامعات )لكن فيها مجموعة من المشاكل، بالخصوص الحصص التطبيقية، و فارق الوقت (لي هو 7 ساعات).
‎بالاضافة الى ان مجموعة من الطلبة مزال كيخلصو لكرا لحد الآن وخا ممستافدينش (على قبل حوايجهم و وراقهم لي بقاو تما) حيت كانو معولين يجيو غا على قبل شهر ويرجعو. 
‎لكنطلبو هو توصل هاد الرسالة للمسؤولين بهدف ناخدو ترخيص فأقرب وقت ممكن باش نمشيو. للتأكيد فقط، مجرد ترخيص من أجل السفر، و هدشي كيعني كل المصاريف غتكون بالطبع علينا.
‎ملاحظة بسيطة:حنا ماشي غير الطلبة ديال ووهان لي جاو بأمر ملكي، حنا أغلبية جينا فالعطلة يعني قبل الوباء. ووهان ماشي الصين،  والصين ماشي ووهان.
‎شكرا بزاف، و كنتمنا توصل الرسالة ديالنا.🚨🚨🚨🚨🚨","['🚨', '🚨', '🚨', '🚨', '🚨']",0.673,Positive
